SCH_YEAR,DIST_NAME,SCH_NAME,DISAGG_LABEL,FOUR_YR_GRADRATE,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Hispanic,60.0,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Asian,62.5,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Limited English Proficiency,51.4,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Free/Reduced-Price Meals,83.3,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Disability-With IEP (Total),58.8,,,,,,,,,,,,
20122013,Jefferson County,Jeffersontown High School,Gap Group (non-duplicated),73.8,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,All Students,98.2,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Male,98.3,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Female,98.0,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,White (Non-Hispanic),98.8,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,African American,96.5,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Hispanic,***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Free/Reduced-Price Meals,94.7,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Jefferson County,Louisville Male High School,Gap Group (non-duplicated),95.3,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,All Students,84.4,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Male,81.7,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Female,87.8,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,White (Non-Hispanic),84.8,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,African American,78.8,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Hispanic,100.0,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Free/Reduced-Price Meals,90.4,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Disability-With IEP (Total),57.1,,,,,,,,,,,,
20122013,Jefferson County,Moore Traditional School,Gap Group (non-duplicated),85.8,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,All Students,86.3,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Male,81.1,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Female,91.9,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,White (Non-Hispanic),85.7,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,African American,85.6,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Hispanic,100.0,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Free/Reduced-Price Meals,88.1,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Disability-With IEP (Total),62.5,,,,,,,,,,,,
20122013,Jefferson County,Pleasure Ridge Park High,Gap Group (non-duplicated),85.9,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,All Students,82.5,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Male,79.8,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Female,86.1,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,White (Non-Hispanic),85.8,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,African American,84.1,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Hispanic,61.1,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Limited English Proficiency,56.8,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Free/Reduced-Price Meals,82.4,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Disability-With IEP (Total),82.4,,,,,,,,,,,,
20122013,Jefferson County,Seneca High,Gap Group (non-duplicated),80.2,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,All Students,80.9,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Male,81.2,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Female,80.6,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,White (Non-Hispanic),82.4,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,African American,79.2,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Hispanic,74.2,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Free/Reduced-Price Meals,87.6,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Disability-With IEP (Total),80.0,,,,,,,,,,,,
20122013,Jefferson County,Southern High School,Gap Group (non-duplicated),81.4,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,All Students,69.4,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Male,70.6,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Female,67.9,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,White (Non-Hispanic),64.7,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,African American,73.6,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Hispanic,***,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Free/Reduced-Price Meals,83.1,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Disability-With IEP (Total),76.9,,,,,,,,,,,,
20122013,Jefferson County,The Academy @ Shawnee,Gap Group (non-duplicated),75.7,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,All Students,70.9,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Male,67.8,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Female,75.5,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,White (Non-Hispanic),71.2,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,African American,69.7,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Hispanic,***,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Free/Reduced-Price Meals,82.1,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Disability-With IEP (Total),61.5,,,,,,,,,,,,
20122013,Jefferson County,Valley High School,Gap Group (non-duplicated),76.0,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,All Students,82.0,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Male,80.2,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Female,84.3,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,White (Non-Hispanic),77.6,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,African American,89.5,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Hispanic,73.1,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Limited English Proficiency,75.0,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Free/Reduced-Price Meals,86.2,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Disability-With IEP (Total),73.9,,,,,,,,,,,,
20122013,Jefferson County,Waggener High School,Gap Group (non-duplicated),82.9,,,,,,,,,,,,
20122013,Jefferson County,Western High School,All Students,75.5,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Male,75.5,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Female,75.6,,,,,,,,,,,,
20122013,Jefferson County,Western High School,White (Non-Hispanic),72.6,,,,,,,,,,,,
20122013,Jefferson County,Western High School,African American,78.4,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Hispanic,***,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Asian,***,,,,,,,,,,,,
20122013,Jefferson County,Western High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Two or more races,***,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Free/Reduced-Price Meals,82.8,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Disability-With IEP (Total),74.3,,,,,,,,,,,,
20122013,Jefferson County,Western High School,Gap Group (non-duplicated),79.4,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,All Students,76.5,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Male,72.7,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Female,80.8,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,White (Non-Hispanic),78.3,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,African American,74.2,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Hispanic,73.1,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Asian,85.7,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Two or more races,72.7,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Limited English Proficiency,56.8,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Free/Reduced-Price Meals,82.2,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Disability-With IEP (Total),62.4,,,,,,,,,,,,
20122013,Jefferson County,--District Total--,Gap Group (non-duplicated),75.5,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,All Students,95.2,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Male,96.0,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Female,94.1,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,White (Non-Hispanic),95.2,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,African American,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Hispanic,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Asian,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Two or more races,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Migrant,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Free/Reduced-Price Meals,92.6,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Jenkins Independent,Jenkins Independent School,Gap Group (non-duplicated),92.9,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,All Students,95.2,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Male,96.0,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Female,94.1,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,White (Non-Hispanic),95.2,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,African American,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Free/Reduced-Price Meals,92.6,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Jenkins Independent,--District Total--,Gap Group (non-duplicated),92.9,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,All Students,77.4,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Male,73.3,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Female,82.1,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,White (Non-Hispanic),77.6,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,African American,71.4,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Hispanic,***,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Asian,***,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Two or more races,***,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Migrant,***,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Free/Reduced-Price Meals,73.0,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Disability-With IEP (Total),71.4,,,,,,,,,,,,
20122013,Jessamine County,East Jessamine High School,Gap Group (non-duplicated),72.0,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,All Students,90.2,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Male,87.0,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Female,93.2,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,White (Non-Hispanic),92.1,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,African American,70.0,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Hispanic,***,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Asian,***,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Two or more races,***,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Migrant,***,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Free/Reduced-Price Meals,81.9,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Disability-With IEP (Total),94.7,,,,,,,,,,,,
20122013,Jessamine County,West Jessamine High School,Gap Group (non-duplicated),83.0,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,All Students,81.0,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Male,77.2,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Female,85.0,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,White (Non-Hispanic),82.1,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,African American,70.4,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Hispanic,72.7,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Free/Reduced-Price Meals,73.5,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Disability-With IEP (Total),78.4,,,,,,,,,,,,
20122013,Jessamine County,--District Total--,Gap Group (non-duplicated),73.8,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,All Students,97.1,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Male,95.0,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Female,99.2,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,White (Non-Hispanic),97.1,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,African American,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Hispanic,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Asian,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Two or more races,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Migrant,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Free/Reduced-Price Meals,96.8,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Disability-With IEP (Total),83.3,,,,,,,,,,,,
20122013,Johnson County,Johnson Central High School,Gap Group (non-duplicated),96.3,,,,,,,,,,,,
20122013,Johnson County,--District Total--,All Students,96.5,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Male,93.8,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Female,99.2,,,,,,,,,,,,
20122013,Johnson County,--District Total--,White (Non-Hispanic),96.4,,,,,,,,,,,,
20122013,Johnson County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Free/Reduced-Price Meals,96.4,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Disability-With IEP (Total),84.2,,,,,,,,,,,,
20122013,Johnson County,--District Total--,Gap Group (non-duplicated),95.9,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,All Students,91.8,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Male,90.8,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Female,92.8,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,White (Non-Hispanic),92.7,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,African American,***,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Hispanic,85.7,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Asian,***,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Two or more races,***,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Migrant,***,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Limited English Proficiency,83.3,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Free/Reduced-Price Meals,88.5,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Disability-With IEP (Total),68.4,,,,,,,,,,,,
20122013,Kenton County,Dixie Heights High School,Gap Group (non-duplicated),84.7,,,,,,,,,,,,
20122013,Kenton County,Scott High School,All Students,88.0,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Male,85.7,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Female,91.6,,,,,,,,,,,,
20122013,Kenton County,Scott High School,White (Non-Hispanic),87.0,,,,,,,,,,,,
20122013,Kenton County,Scott High School,African American,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Hispanic,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Asian,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Two or more races,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Migrant,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Free/Reduced-Price Meals,79.1,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Disability-With IEP (Total),61.1,,,,,,,,,,,,
20122013,Kenton County,Scott High School,Gap Group (non-duplicated),79.7,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,All Students,90.1,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Male,89.0,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Female,91.3,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,White (Non-Hispanic),89.9,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,African American,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Hispanic,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Asian,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Two or more races,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Migrant,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Free/Reduced-Price Meals,87.9,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Disability-With IEP (Total),75.6,,,,,,,,,,,,
20122013,Kenton County,Simon Kenton High School,Gap Group (non-duplicated),87.3,,,,,,,,,,,,
20122013,Kenton County,--District Total--,All Students,90.2,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Male,88.7,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Female,91.9,,,,,,,,,,,,
20122013,Kenton County,--District Total--,White (Non-Hispanic),90.1,,,,,,,,,,,,
20122013,Kenton County,--District Total--,African American,80.0,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Hispanic,92.0,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Asian,90.0,,,,,,,,,,,,
20122013,Kenton County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Two or more races,100.0,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Limited English Proficiency,84.6,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Free/Reduced-Price Meals,86.0,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Disability-With IEP (Total),70.7,,,,,,,,,,,,
20122013,Kenton County,--District Total--,Gap Group (non-duplicated),84.7,,,,,,,,,,,,
20122013,Knott County,Cordia School,All Students,86.4,,,,,,,,,,,,
20122013,Knott County,Cordia School,Male,81.8,,,,,,,,,,,,
20122013,Knott County,Cordia School,Female,90.9,,,,,,,,,,,,
20122013,Knott County,Cordia School,White (Non-Hispanic),81.3,,,,,,,,,,,,
