SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,DISAGG_LABEL,FOUR_YEAR_GRADRATE
20112012,275179,Jefferson County,Central High School,African American,80.6
20112012,275179,Jefferson County,Central High School,Hispanic,***
20112012,275179,Jefferson County,Central High School,Asian,***
20112012,275179,Jefferson County,Central High School,American Indian or Alaska Native,***
20112012,275179,Jefferson County,Central High School,Two or more races,***
20112012,275100,Jefferson County,Doss High,All Students,59.5
20112012,275100,Jefferson County,Doss High,Male,52.9
20112012,275100,Jefferson County,Doss High,Female,66.7
20112012,275100,Jefferson County,Doss High,White (Non-Hispanic),58.5
20112012,275100,Jefferson County,Doss High,African American,61.3
20112012,275100,Jefferson County,Doss High,Hispanic,***
20112012,275100,Jefferson County,Doss High,Asian,***
20112012,275100,Jefferson County,Doss High,American Indian or Alaska Native,***
20112012,275100,Jefferson County,Doss High,Two or more races,***
20112012,275200,Jefferson County,Dupont Manual High,All Students,91.9
20112012,275200,Jefferson County,Dupont Manual High,Male,90.4
20112012,275200,Jefferson County,Dupont Manual High,Female,93.2
20112012,275200,Jefferson County,Dupont Manual High,White (Non-Hispanic),94.9
20112012,275200,Jefferson County,Dupont Manual High,African American,86.4
20112012,275200,Jefferson County,Dupont Manual High,Hispanic,***
20112012,275200,Jefferson County,Dupont Manual High,Asian,96.6
20112012,275200,Jefferson County,Dupont Manual High,American Indian or Alaska Native,***
20112012,275200,Jefferson County,Dupont Manual High,Two or more races,***
20112012,275007,Jefferson County,Eastern High,All Students,67.0
20112012,275007,Jefferson County,Eastern High,Male,67.7
20112012,275007,Jefferson County,Eastern High,Female,66.3
20112012,275007,Jefferson County,Eastern High,White (Non-Hispanic),80.7
20112012,275007,Jefferson County,Eastern High,African American,41.6
20112012,275007,Jefferson County,Eastern High,Hispanic,***
20112012,275007,Jefferson County,Eastern High,Asian,***
20112012,275007,Jefferson County,Eastern High,American Indian or Alaska Native,***
20112012,275007,Jefferson County,Eastern High,Two or more races,***
20112012,275057,Jefferson County,Fairdale High School MCA,All Students,76.5
20112012,275057,Jefferson County,Fairdale High School MCA,Male,72.8
20112012,275057,Jefferson County,Fairdale High School MCA,Female,82.1
20112012,275057,Jefferson County,Fairdale High School MCA,White (Non-Hispanic),75.2
20112012,275057,Jefferson County,Fairdale High School MCA,African American,87.9
20112012,275057,Jefferson County,Fairdale High School MCA,Hispanic,***
20112012,275057,Jefferson County,Fairdale High School MCA,Asian,***
20112012,275057,Jefferson County,Fairdale High School MCA,American Indian or Alaska Native,***
20112012,275057,Jefferson County,Fairdale High School MCA,Two or more races,***
20112012,275012,Jefferson County,Fern Creek Traditional High,All Students,67.4
20112012,275012,Jefferson County,Fern Creek Traditional High,Male,62.1
20112012,275012,Jefferson County,Fern Creek Traditional High,Female,72.4
20112012,275012,Jefferson County,Fern Creek Traditional High,White (Non-Hispanic),73.6
20112012,275012,Jefferson County,Fern Creek Traditional High,African American,65.5
20112012,275012,Jefferson County,Fern Creek Traditional High,Hispanic,***
20112012,275012,Jefferson County,Fern Creek Traditional High,Asian,***
20112012,275012,Jefferson County,Fern Creek Traditional High,American Indian or Alaska Native,***
20112012,275012,Jefferson County,Fern Creek Traditional High,Two or more races,***
20112012,275335,Jefferson County,Iroquois High,All Students,40.1
20112012,275335,Jefferson County,Iroquois High,Male,39.3
20112012,275335,Jefferson County,Iroquois High,Female,41.2
20112012,275335,Jefferson County,Iroquois High,White (Non-Hispanic),36.6
20112012,275335,Jefferson County,Iroquois High,African American,44.8
20112012,275335,Jefferson County,Iroquois High,Hispanic,41.5
20112012,275335,Jefferson County,Iroquois High,Asian,***
20112012,275335,Jefferson County,Iroquois High,American Indian or Alaska Native,***
20112012,275335,Jefferson County,Iroquois High,Two or more races,***
20112012,275065,Jefferson County,Jeffersontown High School,All Students,69.1
20112012,275065,Jefferson County,Jeffersontown High School,Male,62.5
20112012,275065,Jefferson County,Jeffersontown High School,Female,77.7
20112012,275065,Jefferson County,Jeffersontown High School,White (Non-Hispanic),77.0
20112012,275065,Jefferson County,Jeffersontown High School,African American,64.6
20112012,275065,Jefferson County,Jeffersontown High School,Hispanic,***
20112012,275065,Jefferson County,Jeffersontown High School,Asian,***
20112012,275065,Jefferson County,Jeffersontown High School,American Indian or Alaska Native,***
20112012,275065,Jefferson County,Jeffersontown High School,Two or more races,***
20112012,275047,Jefferson County,Louisville Male High School,All Students,84.7
20112012,275047,Jefferson County,Louisville Male High School,Male,84.7
20112012,275047,Jefferson County,Louisville Male High School,Female,84.6
20112012,275047,Jefferson County,Louisville Male High School,White (Non-Hispanic),86.5
20112012,275047,Jefferson County,Louisville Male High School,African American,84.7
20112012,275047,Jefferson County,Louisville Male High School,Hispanic,***
20112012,275047,Jefferson County,Louisville Male High School,Asian,***
20112012,275047,Jefferson County,Louisville Male High School,American Indian or Alaska Native,***
20112012,275047,Jefferson County,Louisville Male High School,Native Hawaiian or Other Pacific Islander,***
20112012,275047,Jefferson County,Louisville Male High School,Two or more races,***
20112012,275155,Jefferson County,Moore Traditional School,All Students,52.8
20112012,275155,Jefferson County,Moore Traditional School,Male,51.4
20112012,275155,Jefferson County,Moore Traditional School,Female,54.7
20112012,275155,Jefferson County,Moore Traditional School,White (Non-Hispanic),54.5
20112012,275155,Jefferson County,Moore Traditional School,African American,49.3
20112012,275155,Jefferson County,Moore Traditional School,Hispanic,***
20112012,275155,Jefferson County,Moore Traditional School,Asian,***
20112012,275155,Jefferson County,Moore Traditional School,American Indian or Alaska Native,***
20112012,275155,Jefferson County,Moore Traditional School,Two or more races,***
20112012,275075,Jefferson County,Pleasure Ridge Park High,All Students,70.3
20112012,275075,Jefferson County,Pleasure Ridge Park High,Male,62.6
20112012,275075,Jefferson County,Pleasure Ridge Park High,Female,78.0
20112012,275075,Jefferson County,Pleasure Ridge Park High,White (Non-Hispanic),70.3
20112012,275075,Jefferson County,Pleasure Ridge Park High,African American,68.8
20112012,275075,Jefferson County,Pleasure Ridge Park High,Hispanic,***
20112012,275075,Jefferson County,Pleasure Ridge Park High,Asian,***
20112012,275075,Jefferson County,Pleasure Ridge Park High,American Indian or Alaska Native,***
20112012,275075,Jefferson County,Pleasure Ridge Park High,Two or more races,***
20112012,275073,Jefferson County,Seneca High,All Students,59.7
20112012,275073,Jefferson County,Seneca High,Male,56.1
20112012,275073,Jefferson County,Seneca High,Female,64.9
20112012,275073,Jefferson County,Seneca High,White (Non-Hispanic),63.4
20112012,275073,Jefferson County,Seneca High,African American,52.9
20112012,275073,Jefferson County,Seneca High,Hispanic,76.7
20112012,275073,Jefferson County,Seneca High,Asian,***
20112012,275073,Jefferson County,Seneca High,American Indian or Alaska Native,***
20112012,275073,Jefferson County,Seneca High,Two or more races,***
20112012,275031,Jefferson County,Southern High School,All Students,61.3
20112012,275031,Jefferson County,Southern High School,Male,60.2
20112012,275031,Jefferson County,Southern High School,Female,62.7
20112012,275031,Jefferson County,Southern High School,White (Non-Hispanic),60.8
20112012,275031,Jefferson County,Southern High School,African American,62.2
20112012,275031,Jefferson County,Southern High School,Hispanic,***
20112012,275031,Jefferson County,Southern High School,Asian,***
20112012,275031,Jefferson County,Southern High School,American Indian or Alaska Native,***
20112012,275031,Jefferson County,Southern High School,Two or more races,***
20112012,275590,Jefferson County,The Academy @ Shawnee,All Students,42.3
20112012,275590,Jefferson County,The Academy @ Shawnee,Male,34.6
20112012,275590,Jefferson County,The Academy @ Shawnee,Female,53.0
20112012,275590,Jefferson County,The Academy @ Shawnee,White (Non-Hispanic),43.8
20112012,275590,Jefferson County,The Academy @ Shawnee,African American,48.0
20112012,275590,Jefferson County,The Academy @ Shawnee,Hispanic,***
20112012,275590,Jefferson County,The Academy @ Shawnee,Asian,***
20112012,275590,Jefferson County,The Academy @ Shawnee,American Indian or Alaska Native,***
20112012,275590,Jefferson County,The Academy @ Shawnee,Two or more races,***
20112012,275033,Jefferson County,Valley High School,All Students,52.4
20112012,275033,Jefferson County,Valley High School,Male,43.9
20112012,275033,Jefferson County,Valley High School,Female,64.3
20112012,275033,Jefferson County,Valley High School,White (Non-Hispanic),50.8
20112012,275033,Jefferson County,Valley High School,African American,56.3
20112012,275033,Jefferson County,Valley High School,Hispanic,***
20112012,275033,Jefferson County,Valley High School,Asian,***
20112012,275033,Jefferson County,Valley High School,American Indian or Alaska Native,***
20112012,275033,Jefferson County,Valley High School,Two or more races,***
20112012,275051,Jefferson County,Waggener High School,All Students,59.1
20112012,275051,Jefferson County,Waggener High School,Male,58.2
20112012,275051,Jefferson County,Waggener High School,Female,60.2
20112012,275051,Jefferson County,Waggener High School,White (Non-Hispanic),50.6
20112012,275051,Jefferson County,Waggener High School,African American,61.4
20112012,275051,Jefferson County,Waggener High School,Hispanic,***
20112012,275051,Jefferson County,Waggener High School,Asian,***
20112012,275051,Jefferson County,Waggener High School,American Indian or Alaska Native,***
20112012,275051,Jefferson County,Waggener High School,Two or more races,***
20112012,275084,Jefferson County,Western High School,All Students,68.3
20112012,275084,Jefferson County,Western High School,Male,63.3
20112012,275084,Jefferson County,Western High School,Female,74.6
20112012,275084,Jefferson County,Western High School,White (Non-Hispanic),47.7
20112012,275084,Jefferson County,Western High School,African American,73.2
20112012,275084,Jefferson County,Western High School,Hispanic,***
20112012,275084,Jefferson County,Western High School,Asian,***
20112012,275084,Jefferson County,Western High School,American Indian or Alaska Native,***
20112012,275084,Jefferson County,Western High School,Native Hawaiian or Other Pacific Islander,***
20112012,275084,Jefferson County,Western High School,Two or more races,***
20112012,275,Jefferson County,--District Total--,All Students,67.8
20112012,275,Jefferson County,--District Total--,Male,62.4
20112012,275,Jefferson County,--District Total--,Female,73.7
20112012,275,Jefferson County,--District Total--,White (Non-Hispanic),71.8
20112012,275,Jefferson County,--District Total--,African American,62.7
20112012,275,Jefferson County,--District Total--,Hispanic,73.1
20112012,275,Jefferson County,--District Total--,Asian,90.9
20112012,275,Jefferson County,--District Total--,American Indian or Alaska Native,***
20112012,275,Jefferson County,--District Total--,Native Hawaiian or Other Pacific Islander,***
20112012,275,Jefferson County,--District Total--,Two or more races,19.7
20112012,276011,Jenkins Independent,Jenkins Independent School,All Students,65.2
20112012,276011,Jenkins Independent,Jenkins Independent School,Male,***
20112012,276011,Jenkins Independent,Jenkins Independent School,Female,***
20112012,276011,Jenkins Independent,Jenkins Independent School,White (Non-Hispanic),65.2
20112012,276011,Jenkins Independent,Jenkins Independent School,African American,***
20112012,276011,Jenkins Independent,Jenkins Independent School,Hispanic,***
20112012,276011,Jenkins Independent,Jenkins Independent School,Asian,***
20112012,276011,Jenkins Independent,Jenkins Independent School,American Indian or Alaska Native,***
20112012,276011,Jenkins Independent,Jenkins Independent School,Two or more races,***
20112012,276,Jenkins Independent,--District Total--,All Students,65.2
20112012,276,Jenkins Independent,--District Total--,Male,***
20112012,276,Jenkins Independent,--District Total--,Female,***
20112012,276,Jenkins Independent,--District Total--,White (Non-Hispanic),65.2
20112012,276,Jenkins Independent,--District Total--,African American,***
20112012,276,Jenkins Independent,--District Total--,Hispanic,***
20112012,276,Jenkins Independent,--District Total--,Asian,***
20112012,276,Jenkins Independent,--District Total--,American Indian or Alaska Native,***
20112012,276,Jenkins Independent,--District Total--,Two or more races,***
20112012,281021,Jessamine County,East Jessamine High School,All Students,71.0
20112012,281021,Jessamine County,East Jessamine High School,Male,73.1
20112012,281021,Jessamine County,East Jessamine High School,Female,69.1
20112012,281021,Jessamine County,East Jessamine High School,White (Non-Hispanic),71.2
20112012,281021,Jessamine County,East Jessamine High School,African American,***
20112012,281021,Jessamine County,East Jessamine High School,Hispanic,***
20112012,281021,Jessamine County,East Jessamine High School,Asian,***
20112012,281021,Jessamine County,East Jessamine High School,American Indian or Alaska Native,***
20112012,281021,Jessamine County,East Jessamine High School,Two or more races,***
20112012,281019,Jessamine County,West Jessamine High School,All Students,74.0
20112012,281019,Jessamine County,West Jessamine High School,Male,74.1
20112012,281019,Jessamine County,West Jessamine High School,Female,73.9
20112012,281019,Jessamine County,West Jessamine High School,White (Non-Hispanic),74.6
20112012,281019,Jessamine County,West Jessamine High School,African American,***
20112012,281019,Jessamine County,West Jessamine High School,Hispanic,***
20112012,281019,Jessamine County,West Jessamine High School,Asian,***
20112012,281019,Jessamine County,West Jessamine High School,American Indian or Alaska Native,***
20112012,281019,Jessamine County,West Jessamine High School,Two or more races,***
20112012,281,Jessamine County,--District Total--,All Students,68.4
20112012,281,Jessamine County,--District Total--,Male,69.2
20112012,281,Jessamine County,--District Total--,Female,67.5
20112012,281,Jessamine County,--District Total--,White (Non-Hispanic),68.7
20112012,281,Jessamine County,--District Total--,African American,75.0
20112012,281,Jessamine County,--District Total--,Hispanic,***
20112012,281,Jessamine County,--District Total--,Asian,***
20112012,281,Jessamine County,--District Total--,American Indian or Alaska Native,***
20112012,281,Jessamine County,--District Total--,Two or more races,***
20112012,285115,Johnson County,Johnson Central High School,All Students,83.2
20112012,285115,Johnson County,Johnson Central High School,Male,72.4
20112012,285115,Johnson County,Johnson Central High School,Female,92.0
20112012,285115,Johnson County,Johnson Central High School,White (Non-Hispanic),83.3
20112012,285115,Johnson County,Johnson Central High School,African American,***
20112012,285115,Johnson County,Johnson Central High School,Hispanic,***
20112012,285115,Johnson County,Johnson Central High School,Asian,***
20112012,285115,Johnson County,Johnson Central High School,American Indian or Alaska Native,***
20112012,285115,Johnson County,Johnson Central High School,Two or more races,***
20112012,285,Johnson County,--District Total--,All Students,85.1
20112012,285,Johnson County,--District Total--,Male,76.0
20112012,285,Johnson County,--District Total--,Female,92.8
20112012,285,Johnson County,--District Total--,White (Non-Hispanic),85.0
20112012,285,Johnson County,--District Total--,African American,***
20112012,285,Johnson County,--District Total--,Hispanic,***
20112012,285,Johnson County,--District Total--,Asian,***
20112012,285,Johnson County,--District Total--,American Indian or Alaska Native,***
20112012,285,Johnson County,--District Total--,Two or more races,***
20112012,291040,Kenton County,Dixie Heights High School,All Students,83.7
20112012,291040,Kenton County,Dixie Heights High School,Male,75.2
20112012,291040,Kenton County,Dixie Heights High School,Female,93.4
20112012,291040,Kenton County,Dixie Heights High School,White (Non-Hispanic),82.9
20112012,291040,Kenton County,Dixie Heights High School,African American,***
20112012,291040,Kenton County,Dixie Heights High School,Hispanic,***
20112012,291040,Kenton County,Dixie Heights High School,Asian,***
20112012,291040,Kenton County,Dixie Heights High School,American Indian or Alaska Native,***
20112012,291040,Kenton County,Dixie Heights High School,Two or more races,***
20112012,291120,Kenton County,Scott High School,All Students,75.2
20112012,291120,Kenton County,Scott High School,Male,68.0
20112012,291120,Kenton County,Scott High School,Female,82.8
20112012,291120,Kenton County,Scott High School,White (Non-Hispanic),75.6
20112012,291120,Kenton County,Scott High School,African American,***
20112012,291120,Kenton County,Scott High School,Hispanic,***
20112012,291120,Kenton County,Scott High School,Asian,***
20112012,291120,Kenton County,Scott High School,American Indian or Alaska Native,***
20112012,291120,Kenton County,Scott High School,Two or more races,***
20112012,291090,Kenton County,Simon Kenton High School,All Students,80.3
20112012,291090,Kenton County,Simon Kenton High School,Male,77.6
20112012,291090,Kenton County,Simon Kenton High School,Female,83.1
20112012,291090,Kenton County,Simon Kenton High School,White (Non-Hispanic),80.4
20112012,291090,Kenton County,Simon Kenton High School,African American,***
20112012,291090,Kenton County,Simon Kenton High School,Hispanic,***
20112012,291090,Kenton County,Simon Kenton High School,Asian,***
20112012,291090,Kenton County,Simon Kenton High School,American Indian or Alaska Native,***
20112012,291090,Kenton County,Simon Kenton High School,Two or more races,***
20112012,291,Kenton County,--District Total--,All Students,80.0
20112012,291,Kenton County,--District Total--,Male,74.2
20112012,291,Kenton County,--District Total--,Female,86.2
20112012,291,Kenton County,--District Total--,White (Non-Hispanic),79.9
20112012,291,Kenton County,--District Total--,African American,***
20112012,291,Kenton County,--District Total--,Hispanic,***
20112012,291,Kenton County,--District Total--,Asian,***
20112012,291,Kenton County,--District Total--,American Indian or Alaska Native,***
20112012,291,Kenton County,--District Total--,Two or more races,***
20112012,295150,Knott County,Cordia School,All Students,75.0
20112012,295150,Knott County,Cordia School,Male,***
20112012,295150,Knott County,Cordia School,Female,***
20112012,295150,Knott County,Cordia School,White (Non-Hispanic),***
20112012,295150,Knott County,Cordia School,African American,***
20112012,295150,Knott County,Cordia School,Hispanic,***
20112012,295150,Knott County,Cordia School,Asian,***
20112012,295150,Knott County,Cordia School,American Indian or Alaska Native,***
20112012,295150,Knott County,Cordia School,Two or more races,***
20112012,295265,Knott County,Knott County Central High School,All Students,77.3
20112012,295265,Knott County,Knott County Central High School,Male,72.7
20112012,295265,Knott County,Knott County Central High School,Female,82.7
20112012,295265,Knott County,Knott County Central High School,White (Non-Hispanic),77.3
20112012,295265,Knott County,Knott County Central High School,African American,***
20112012,295265,Knott County,Knott County Central High School,Hispanic,***
20112012,295265,Knott County,Knott County Central High School,Asian,***
20112012,295265,Knott County,Knott County Central High School,American Indian or Alaska Native,***
20112012,295265,Knott County,Knott County Central High School,Two or more races,***
20112012,295,Knott County,--District Total--,All Students,77.1
20112012,295,Knott County,--District Total--,Male,73.2
20112012,295,Knott County,--District Total--,Female,81.4
20112012,295,Knott County,--District Total--,White (Non-Hispanic),77.0
20112012,295,Knott County,--District Total--,African American,***
20112012,295,Knott County,--District Total--,Hispanic,***
20112012,295,Knott County,--District Total--,Asian,***
20112012,295,Knott County,--District Total--,American Indian or Alaska Native,***
20112012,295,Knott County,--District Total--,Two or more races,***
20112012,301410,Knox County,Knox Central High School,All Students,69.4
20112012,301410,Knox County,Knox Central High School,Male,63.4
20112012,301410,Knox County,Knox Central High School,Female,76.3
20112012,301410,Knox County,Knox Central High School,White (Non-Hispanic),69.7
20112012,301410,Knox County,Knox Central High School,African American,***
20112012,301410,Knox County,Knox Central High School,Hispanic,***
20112012,301410,Knox County,Knox Central High School,Asian,***
20112012,301410,Knox County,Knox Central High School,American Indian or Alaska Native,***
20112012,301410,Knox County,Knox Central High School,Two or more races,***
20112012,301450,Knox County,Lynn Camp Schools,All Students,59.7
20112012,301450,Knox County,Lynn Camp Schools,Male,56.6
20112012,301450,Knox County,Lynn Camp Schools,Female,63.3
20112012,301450,Knox County,Lynn Camp Schools,White (Non-Hispanic),57.8
20112012,301450,Knox County,Lynn Camp Schools,African American,***
20112012,301450,Knox County,Lynn Camp Schools,Hispanic,***
20112012,301450,Knox County,Lynn Camp Schools,Asian,***
20112012,301450,Knox County,Lynn Camp Schools,American Indian or Alaska Native,***
20112012,301450,Knox County,Lynn Camp Schools,Native Hawaiian or Other Pacific Islander,***
20112012,301450,Knox County,Lynn Camp Schools,Two or more races,***
20112012,301,Knox County,--District Total--,All Students,65.5
20112012,301,Knox County,--District Total--,Male,58.9
20112012,301,Knox County,--District Total--,Female,73.6
20112012,301,Knox County,--District Total--,White (Non-Hispanic),65.4
20112012,301,Knox County,--District Total--,African American,***
20112012,301,Knox County,--District Total--,Hispanic,***
20112012,301,Knox County,--District Total--,Asian,***
20112012,301,Knox County,--District Total--,American Indian or Alaska Native,***
20112012,301,Knox County,--District Total--,Native Hawaiian or Other Pacific Islander,***
20112012,301,Knox County,--District Total--,Two or more races,***
20112012,305040,LaRue County,LaRue County High School,All Students,91.6
20112012,305040,LaRue County,LaRue County High School,Male,87.6
20112012,305040,LaRue County,LaRue County High School,Female,95.6
20112012,305040,LaRue County,LaRue County High School,White (Non-Hispanic),89.8
20112012,305040,LaRue County,LaRue County High School,African American,***
20112012,305040,LaRue County,LaRue County High School,Hispanic,***
20112012,305040,LaRue County,LaRue County High School,Asian,***
20112012,305040,LaRue County,LaRue County High School,American Indian or Alaska Native,***
20112012,305040,LaRue County,LaRue County High School,Two or more races,***
20112012,305,LaRue County,--District Total--,All Students,88.6
20112012,305,LaRue County,--District Total--,Male,82.2
20112012,305,LaRue County,--District Total--,Female,95.6
20112012,305,LaRue County,--District Total--,White (Non-Hispanic),86.9
20112012,305,LaRue County,--District Total--,African American,***
20112012,305,LaRue County,--District Total--,Hispanic,***
20112012,305,LaRue County,--District Total--,Asian,***
20112012,305,LaRue County,--District Total--,American Indian or Alaska Native,***
20112012,305,LaRue County,--District Total--,Two or more races,***
20112012,311205,Laurel County,North Laurel High School,All Students,65.8
20112012,311205,Laurel County,North Laurel High School,Male,58.7
20112012,311205,Laurel County,North Laurel High School,Female,74.3
20112012,311205,Laurel County,North Laurel High School,White (Non-Hispanic),65.2
20112012,311205,Laurel County,North Laurel High School,African American,***
20112012,311205,Laurel County,North Laurel High School,Hispanic,***
20112012,311205,Laurel County,North Laurel High School,Asian,***
20112012,311205,Laurel County,North Laurel High School,American Indian or Alaska Native,***
20112012,311205,Laurel County,North Laurel High School,Two or more races,***
20112012,311210,Laurel County,South Laurel High School,All Students,57.5
20112012,311210,Laurel County,South Laurel High School,Male,45.3
20112012,311210,Laurel County,South Laurel High School,Female,71.1
20112012,311210,Laurel County,South Laurel High School,White (Non-Hispanic),57.7
20112012,311210,Laurel County,South Laurel High School,African American,***
20112012,311210,Laurel County,South Laurel High School,Hispanic,***
20112012,311210,Laurel County,South Laurel High School,Asian,***
20112012,311210,Laurel County,South Laurel High School,American Indian or Alaska Native,***
20112012,311210,Laurel County,South Laurel High School,Two or more races,***
20112012,311,Laurel County,--District Total--,All Students,67.8
20112012,311,Laurel County,--District Total--,Male,58.0
20112012,311,Laurel County,--District Total--,Female,79.3
20112012,311,Laurel County,--District Total--,White (Non-Hispanic),67.5
20112012,311,Laurel County,--District Total--,African American,***
20112012,311,Laurel County,--District Total--,Hispanic,***
20112012,311,Laurel County,--District Total--,Asian,***
20112012,311,Laurel County,--District Total--,American Indian or Alaska Native,***
20112012,311,Laurel County,--District Total--,Two or more races,***
20112012,315260,Lawrence County,Lawrence County High School,All Students,69.2
20112012,315260,Lawrence County,Lawrence County High School,Male,65.1
20112012,315260,Lawrence County,Lawrence County High School,Female,73.6
20112012,315260,Lawrence County,Lawrence County High School,White (Non-Hispanic),68.8
20112012,315260,Lawrence County,Lawrence County High School,African American,***
20112012,315260,Lawrence County,Lawrence County High School,Hispanic,***
20112012,315260,Lawrence County,Lawrence County High School,Asian,***
20112012,315260,Lawrence County,Lawrence County High School,American Indian or Alaska Native,***
20112012,315260,Lawrence County,Lawrence County High School,Two or more races,***
20112012,315,Lawrence County,--District Total--,All Students,69.2
20112012,315,Lawrence County,--District Total--,Male,65.1
20112012,315,Lawrence County,--District Total--,Female,73.6
20112012,315,Lawrence County,--District Total--,White (Non-Hispanic),68.8
20112012,315,Lawrence County,--District Total--,African American,***
20112012,315,Lawrence County,--District Total--,Hispanic,***
20112012,315,Lawrence County,--District Total--,Asian,***
20112012,315,Lawrence County,--District Total--,American Indian or Alaska Native,***
20112012,315,Lawrence County,--District Total--,Two or more races,***
20112012,321050,Lee County,Lee County High School,All Students,68.6
20112012,321050,Lee County,Lee County High School,Male,68.5
20112012,321050,Lee County,Lee County High School,Female,68.7
20112012,321050,Lee County,Lee County High School,White (Non-Hispanic),68.1
20112012,321050,Lee County,Lee County High School,African American,***
20112012,321050,Lee County,Lee County High School,Hispanic,***
20112012,321050,Lee County,Lee County High School,Asian,***
20112012,321050,Lee County,Lee County High School,American Indian or Alaska Native,***
20112012,321050,Lee County,Lee County High School,Two or more races,***
20112012,321,Lee County,--District Total--,All Students,67.1
20112012,321,Lee County,--District Total--,Male,66.7
20112012,321,Lee County,--District Total--,Female,67.6
20112012,321,Lee County,--District Total--,White (Non-Hispanic),66.7
20112012,321,Lee County,--District Total--,African American,***
20112012,321,Lee County,--District Total--,Hispanic,***
20112012,321,Lee County,--District Total--,Asian,***
20112012,321,Lee County,--District Total--,American Indian or Alaska Native,***
20112012,321,Lee County,--District Total--,Two or more races,***
20112012,325350,Leslie County,Leslie County High School,All Students,66.5
20112012,325350,Leslie County,Leslie County High School,Male,53.9
20112012,325350,Leslie County,Leslie County High School,Female,79.8
20112012,325350,Leslie County,Leslie County High School,White (Non-Hispanic),66.7
20112012,325350,Leslie County,Leslie County High School,African American,***
20112012,325350,Leslie County,Leslie County High School,Hispanic,***
20112012,325350,Leslie County,Leslie County High School,Asian,***
20112012,325350,Leslie County,Leslie County High School,American Indian or Alaska Native,***
20112012,325350,Leslie County,Leslie County High School,Two or more races,***
20112012,325,Leslie County,--District Total--,All Students,66.5
20112012,325,Leslie County,--District Total--,Male,53.9
20112012,325,Leslie County,--District Total--,Female,79.8
20112012,325,Leslie County,--District Total--,White (Non-Hispanic),66.7
20112012,325,Leslie County,--District Total--,African American,***
20112012,325,Leslie County,--District Total--,Hispanic,***
20112012,325,Leslie County,--District Total--,Asian,***
20112012,325,Leslie County,--District Total--,American Indian or Alaska Native,***
20112012,325,Leslie County,--District Total--,Two or more races,***
20112012,331056,Letcher County,Letcher County Central High School,All Students,74.2
20112012,331056,Letcher County,Letcher County Central High School,Male,71.9
20112012,331056,Letcher County,Letcher County Central High School,Female,76.9
20112012,331056,Letcher County,Letcher County Central High School,White (Non-Hispanic),74.5
20112012,331056,Letcher County,Letcher County Central High School,African American,***
20112012,331056,Letcher County,Letcher County Central High School,Hispanic,***
20112012,331056,Letcher County,Letcher County Central High School,Asian,***
20112012,331056,Letcher County,Letcher County Central High School,American Indian or Alaska Native,***
20112012,331056,Letcher County,Letcher County Central High School,Two or more races,***
20112012,331,Letcher County,--District Total--,All Students,74.2
20112012,331,Letcher County,--District Total--,Male,71.9
20112012,331,Letcher County,--District Total--,Female,76.9
20112012,331,Letcher County,--District Total--,White (Non-Hispanic),74.5
20112012,331,Letcher County,--District Total--,African American,***
20112012,331,Letcher County,--District Total--,Hispanic,***
20112012,331,Letcher County,--District Total--,Asian,***
20112012,331,Letcher County,--District Total--,American Indian or Alaska Native,***
20112012,331,Letcher County,--District Total--,Two or more races,***
20112012,335120,Lewis County,Lewis County High School,All Students,74.9
20112012,335120,Lewis County,Lewis County High School,Male,75.5
20112012,335120,Lewis County,Lewis County High School,Female,74.2
20112012,335120,Lewis County,Lewis County High School,White (Non-Hispanic),75.5
20112012,335120,Lewis County,Lewis County High School,African American,***
20112012,335120,Lewis County,Lewis County High School,Hispanic,***
20112012,335120,Lewis County,Lewis County High School,Asian,***
20112012,335120,Lewis County,Lewis County High School,American Indian or Alaska Native,***
20112012,335120,Lewis County,Lewis County High School,Two or more races,***
20112012,335,Lewis County,--District Total--,All Students,74.9
20112012,335,Lewis County,--District Total--,Male,75.5
20112012,335,Lewis County,--District Total--,Female,74.2
20112012,335,Lewis County,--District Total--,White (Non-Hispanic),75.5
20112012,335,Lewis County,--District Total--,African American,***
20112012,335,Lewis County,--District Total--,Hispanic,***
20112012,335,Lewis County,--District Total--,Asian,***
20112012,335,Lewis County,--District Total--,American Indian or Alaska Native,***
20112012,335,Lewis County,--District Total--,Two or more races,***
20112012,341095,Lincoln County,Lincoln County High School,All Students,88.7
20112012,341095,Lincoln County,Lincoln County High School,Male,83.7
20112012,341095,Lincoln County,Lincoln County High School,Female,95.3
20112012,341095,Lincoln County,Lincoln County High School,White (Non-Hispanic),86.9
20112012,341095,Lincoln County,Lincoln County High School,African American,***
20112012,341095,Lincoln County,Lincoln County High School,Hispanic,***
20112012,341095,Lincoln County,Lincoln County High School,Asian,***
20112012,341095,Lincoln County,Lincoln County High School,American Indian or Alaska Native,***
20112012,341095,Lincoln County,Lincoln County High School,Two or more races,***
20112012,341,Lincoln County,--District Total--,All Students,84.7
20112012,341,Lincoln County,--District Total--,Male,80.1
20112012,341,Lincoln County,--District Total--,Female,90.7
20112012,341,Lincoln County,--District Total--,White (Non-Hispanic),82.8
20112012,341,Lincoln County,--District Total--,African American,***
20112012,341,Lincoln County,--District Total--,Hispanic,***
20112012,341,Lincoln County,--District Total--,Asian,***
20112012,341,Lincoln County,--District Total--,American Indian or Alaska Native,***
