SCH_YEAR,SCH_NUMBER,SCH_NAME,COHORT_TYPE,TARGET_LABEL,DISAGG_LABEL,FOUR_YR_GRADRATE
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,Female,91.3
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,86.2
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,GAP,86.0
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,Hispanic,
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,Male,84.2
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,Migrant,
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,Two or more races,
20162017,025,Harlan County High School,FOUR YEAR,Delivery Target,White (Non-Hispanic),87.8
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,African American,***
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,All Students,89.2
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,American Indian or Alaska Native,***
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Asian,***
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Disability-With IEP (Total),81.8
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,English Learners,
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Female,90.2
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,88.1
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,GAP,88.3
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Hispanic,***
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Male,88.2
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Migrant,
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,Two or more races,***
20162017,025,Harlan County High School,FOUR YEAR,Actual Score,White (Non-Hispanic),89.0
20162017,025,Harlan County High School,FOUR YEAR,Met Target,African American,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,All Students,Yes
20162017,025,Harlan County High School,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Asian,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Disability-With IEP (Total),Yes
20162017,025,Harlan County High School,FOUR YEAR,Met Target,English Learners,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Female,No
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,025,Harlan County High School,FOUR YEAR,Met Target,GAP,Yes
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Hispanic,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Male,Yes
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Migrant,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,Two or more races,N/A
20162017,025,Harlan County High School,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,African American,***
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,All Students,222
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,American Indian or Alaska Native,***
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Asian,***
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Disability-With IEP (Total),18
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Female,110
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,170
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,GAP,173
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Hispanic,***
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Male,112
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Migrant,
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,Two or more races,***
20162017,025,Harlan County High School,FOUR YEAR,Numerator Count,White (Non-Hispanic),210
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,African American,***
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,All Students,249
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,American Indian or Alaska Native,***
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Asian,***
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Disability-With IEP (Total),22
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Female,122
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,193
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,GAP,196
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Hispanic,***
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Male,127
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Migrant,
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,Two or more races,***
20162017,025,Harlan County High School,FOUR YEAR,Denominator Count,White (Non-Hispanic),236
20162017,,---District Total---,FIVE YEAR,Actual Score,African American,***
20162017,,---District Total---,FIVE YEAR,Actual Score,All Students,89.1
20162017,,---District Total---,FIVE YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Actual Score,Asian,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Disability-With IEP (Total),68.0
20162017,,---District Total---,FIVE YEAR,Actual Score,English Learners,
20162017,,---District Total---,FIVE YEAR,Actual Score,Female,90.6
20162017,,---District Total---,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,90.6
20162017,,---District Total---,FIVE YEAR,Actual Score,GAP,89.3
20162017,,---District Total---,FIVE YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Male,87.6
20162017,,---District Total---,FIVE YEAR,Actual Score,Migrant,
20162017,,---District Total---,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Actual Score,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Actual Score,White (Non-Hispanic),90.1
20162017,,---District Total---,FIVE YEAR,Numerator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,All Students,229
20162017,,---District Total---,FIVE YEAR,Numerator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Asian,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Disability-With IEP (Total),17
20162017,,---District Total---,FIVE YEAR,Numerator Count,Female,116
20162017,,---District Total---,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,163
20162017,,---District Total---,FIVE YEAR,Numerator Count,GAP,167
20162017,,---District Total---,FIVE YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Male,113
20162017,,---District Total---,FIVE YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,White (Non-Hispanic),219
20162017,,---District Total---,FIVE YEAR,Denominator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,All Students,257
20162017,,---District Total---,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Asian,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Disability-With IEP (Total),25
20162017,,---District Total---,FIVE YEAR,Denominator Count,Female,128
20162017,,---District Total---,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,180
20162017,,---District Total---,FIVE YEAR,Denominator Count,GAP,187
20162017,,---District Total---,FIVE YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Male,129
20162017,,---District Total---,FIVE YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,White (Non-Hispanic),243
20162017,,---District Total---,FOUR YEAR,Delivery Target,African American,
20162017,,---District Total---,FOUR YEAR,Delivery Target,All Students,87.8
20162017,,---District Total---,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Asian,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Disability-With IEP (Total),76.7
20162017,,---District Total---,FOUR YEAR,Delivery Target,English Learners,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Female,91.3
20162017,,---District Total---,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,86.2
20162017,,---District Total---,FOUR YEAR,Delivery Target,GAP,86.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,Hispanic,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Male,84.2
20162017,,---District Total---,FOUR YEAR,Delivery Target,Migrant,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Two or more races,
20162017,,---District Total---,FOUR YEAR,Delivery Target,White (Non-Hispanic),87.8
20162017,,---District Total---,FOUR YEAR,Actual Score,African American,***
20162017,,---District Total---,FOUR YEAR,Actual Score,All Students,89.2
20162017,,---District Total---,FOUR YEAR,Actual Score,American Indian or Alaska Native,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Asian,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Disability-With IEP (Total),81.8
20162017,,---District Total---,FOUR YEAR,Actual Score,English Learners,
20162017,,---District Total---,FOUR YEAR,Actual Score,Female,90.2
20162017,,---District Total---,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,88.1
20162017,,---District Total---,FOUR YEAR,Actual Score,GAP,88.3
20162017,,---District Total---,FOUR YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Male,88.2
20162017,,---District Total---,FOUR YEAR,Actual Score,Migrant,
20162017,,---District Total---,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Actual Score,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Actual Score,White (Non-Hispanic),89.0
20162017,,---District Total---,FOUR YEAR,Met Target,African American,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,All Students,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Asian,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Disability-With IEP (Total),Yes
20162017,,---District Total---,FOUR YEAR,Met Target,English Learners,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Female,No
20162017,,---District Total---,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,GAP,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Hispanic,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Male,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Migrant,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Two or more races,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,,---District Total---,FOUR YEAR,Numerator Count,African American,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,All Students,222
20162017,,---District Total---,FOUR YEAR,Numerator Count,American Indian or Alaska Native,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Asian,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Disability-With IEP (Total),18
20162017,,---District Total---,FOUR YEAR,Numerator Count,Female,110
20162017,,---District Total---,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,170
20162017,,---District Total---,FOUR YEAR,Numerator Count,GAP,173
20162017,,---District Total---,FOUR YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Male,112
20162017,,---District Total---,FOUR YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,White (Non-Hispanic),210
20162017,,---District Total---,FOUR YEAR,Denominator Count,African American,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,All Students,249
20162017,,---District Total---,FOUR YEAR,Denominator Count,American Indian or Alaska Native,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Asian,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Disability-With IEP (Total),22
20162017,,---District Total---,FOUR YEAR,Denominator Count,Female,122
20162017,,---District Total---,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,193
20162017,,---District Total---,FOUR YEAR,Denominator Count,GAP,196
20162017,,---District Total---,FOUR YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Male,127
20162017,,---District Total---,FOUR YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,White (Non-Hispanic),236
20162017,030,Harlan High School,FIVE YEAR,Actual Score,African American,***
20162017,030,Harlan High School,FIVE YEAR,Actual Score,All Students,90.7
20162017,030,Harlan High School,FIVE YEAR,Actual Score,American Indian or Alaska Native,
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Asian,***
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20162017,030,Harlan High School,FIVE YEAR,Actual Score,English Learners,
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Female,88.9
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,85.7
20162017,030,Harlan High School,FIVE YEAR,Actual Score,GAP,85.7
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Hispanic,
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Male,92.0
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Migrant,
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,030,Harlan High School,FIVE YEAR,Actual Score,Two or more races,
20162017,030,Harlan High School,FIVE YEAR,Actual Score,White (Non-Hispanic),92.3
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,African American,***
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,All Students,39
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,American Indian or Alaska Native,
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Asian,***
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Female,16
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,18
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,GAP,18
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Hispanic,
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Male,23
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Migrant,
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,Two or more races,
20162017,030,Harlan High School,FIVE YEAR,Numerator Count,White (Non-Hispanic),36
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,African American,***
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,All Students,43
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Asian,***
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Female,18
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,21
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,GAP,21
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Hispanic,
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Male,25
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Migrant,
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,Two or more races,
20162017,030,Harlan High School,FIVE YEAR,Denominator Count,White (Non-Hispanic),39
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,African American,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,All Students,96.7
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Asian,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,English Learners,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Female,98.0
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,92.0
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,GAP,93.0
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Hispanic,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Male,94.2
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Migrant,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,Two or more races,
20162017,030,Harlan High School,FOUR YEAR,Delivery Target,White (Non-Hispanic),98.0
20162017,030,Harlan High School,FOUR YEAR,Actual Score,African American,
20162017,030,Harlan High School,FOUR YEAR,Actual Score,All Students,89.5
20162017,030,Harlan High School,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Asian,
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Disability-With IEP (Total),***
20162017,030,Harlan High School,FOUR YEAR,Actual Score,English Learners,
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Female,89.5
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,81.3
20162017,030,Harlan High School,FOUR YEAR,Actual Score,GAP,78.9
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Hispanic,***
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Male,89.5
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Migrant,
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,030,Harlan High School,FOUR YEAR,Actual Score,Two or more races,
20162017,030,Harlan High School,FOUR YEAR,Actual Score,White (Non-Hispanic),88.9
20162017,030,Harlan High School,FOUR YEAR,Met Target,African American,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,All Students,No
20162017,030,Harlan High School,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,Asian,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,English Learners,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,Female,No
20162017,030,Harlan High School,FOUR YEAR,Met Target,Free/Reduced-Price Meals,No
20162017,030,Harlan High School,FOUR YEAR,Met Target,GAP,No
20162017,030,Harlan High School,FOUR YEAR,Met Target,Hispanic,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,Male,No
20162017,030,Harlan High School,FOUR YEAR,Met Target,Migrant,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,Two or more races,N/A
20162017,030,Harlan High School,FOUR YEAR,Met Target,White (Non-Hispanic),No
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,African American,
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,All Students,34
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Asian,
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Female,17
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,13
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,GAP,15
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Hispanic,***
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Male,17
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Migrant,
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,Two or more races,
20162017,030,Harlan High School,FOUR YEAR,Numerator Count,White (Non-Hispanic),32
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,African American,
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,All Students,38
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Asian,
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Female,19
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,16
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,GAP,19
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Hispanic,***
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Male,19
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Migrant,
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,Two or more races,
20162017,030,Harlan High School,FOUR YEAR,Denominator Count,White (Non-Hispanic),36
20162017,,---District Total---,FIVE YEAR,Actual Score,African American,***
20162017,,---District Total---,FIVE YEAR,Actual Score,All Students,90.7
20162017,,---District Total---,FIVE YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Actual Score,Asian,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Actual Score,English Learners,
20162017,,---District Total---,FIVE YEAR,Actual Score,Female,88.9
20162017,,---District Total---,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,85.7
20162017,,---District Total---,FIVE YEAR,Actual Score,GAP,85.7
20162017,,---District Total---,FIVE YEAR,Actual Score,Hispanic,
20162017,,---District Total---,FIVE YEAR,Actual Score,Male,92.0
20162017,,---District Total---,FIVE YEAR,Actual Score,Migrant,
20162017,,---District Total---,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Actual Score,Two or more races,
20162017,,---District Total---,FIVE YEAR,Actual Score,White (Non-Hispanic),92.3
20162017,,---District Total---,FIVE YEAR,Numerator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,All Students,39
20162017,,---District Total---,FIVE YEAR,Numerator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Asian,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Female,16
20162017,,---District Total---,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,18
20162017,,---District Total---,FIVE YEAR,Numerator Count,GAP,18
20162017,,---District Total---,FIVE YEAR,Numerator Count,Hispanic,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Male,23
20162017,,---District Total---,FIVE YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Two or more races,
20162017,,---District Total---,FIVE YEAR,Numerator Count,White (Non-Hispanic),36
20162017,,---District Total---,FIVE YEAR,Denominator Count,African American,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,All Students,43
20162017,,---District Total---,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Asian,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Female,18
20162017,,---District Total---,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,21
20162017,,---District Total---,FIVE YEAR,Denominator Count,GAP,21
20162017,,---District Total---,FIVE YEAR,Denominator Count,Hispanic,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Male,25
20162017,,---District Total---,FIVE YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Two or more races,
20162017,,---District Total---,FIVE YEAR,Denominator Count,White (Non-Hispanic),39
20162017,,---District Total---,FOUR YEAR,Delivery Target,African American,
20162017,,---District Total---,FOUR YEAR,Delivery Target,All Students,96.7
20162017,,---District Total---,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Asian,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Disability-With IEP (Total),
20162017,,---District Total---,FOUR YEAR,Delivery Target,English Learners,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Female,98.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,92.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,GAP,93.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,Hispanic,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Male,94.2
20162017,,---District Total---,FOUR YEAR,Delivery Target,Migrant,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Two or more races,
20162017,,---District Total---,FOUR YEAR,Delivery Target,White (Non-Hispanic),98.0
20162017,,---District Total---,FOUR YEAR,Actual Score,African American,
20162017,,---District Total---,FOUR YEAR,Actual Score,All Students,89.5
