SCH_YEAR,SCH_NAME,SCH_CD,GRAD_TARGETS,DISAGG_LABEL,FOUR_YR_GRADRATE
20132014,---District Total---,295,Numerator Count,All Students,166
20132014,---District Total---,295,Denominator Count,All Students,191
20132014,---District Total---,295,Met Target,All Students,
20132014,---District Total---,295,Delivery Target,All Students,
20132014,---District Total---,295,Actual Score,All Students,86.9
20132014,---District Total---,295,Delivery Target,Male,
20132014,---District Total---,295,Denominator Count,Male,100
20132014,---District Total---,295,Numerator Count,Male,81
20132014,---District Total---,295,Met Target,Male,
20132014,---District Total---,295,Actual Score,Male,81.0
20132014,---District Total---,295,Numerator Count,Female,85
20132014,---District Total---,295,Denominator Count,Female,91
20132014,---District Total---,295,Actual Score,Female,93.4
20132014,---District Total---,295,Delivery Target,Female,
20132014,---District Total---,295,Met Target,Female,
20132014,---District Total---,295,Denominator Count,White (Non-Hispanic),183
20132014,---District Total---,295,Met Target,White (Non-Hispanic),
20132014,---District Total---,295,Delivery Target,White (Non-Hispanic),
20132014,---District Total---,295,Numerator Count,White (Non-Hispanic),158
20132014,---District Total---,295,Actual Score,White (Non-Hispanic),86.3
20132014,---District Total---,295,Denominator Count,African American,***
20132014,---District Total---,295,Actual Score,African American,***
20132014,---District Total---,295,Met Target,African American,
20132014,---District Total---,295,Delivery Target,African American,
20132014,---District Total---,295,Numerator Count,African American,***
20132014,---District Total---,295,Delivery Target,Hispanic,
20132014,---District Total---,295,Actual Score,Hispanic,***
20132014,---District Total---,295,Met Target,Hispanic,
20132014,---District Total---,295,Denominator Count,Hispanic,***
20132014,---District Total---,295,Numerator Count,Hispanic,***
20132014,---District Total---,295,Delivery Target,Asian,
20132014,---District Total---,295,Met Target,Asian,
20132014,---District Total---,295,Actual Score,Asian,
20132014,---District Total---,295,Denominator Count,Asian,
20132014,---District Total---,295,Numerator Count,Asian,
20132014,---District Total---,295,Denominator Count,American Indian or Alaska Native,***
20132014,---District Total---,295,Delivery Target,American Indian or Alaska Native,
20132014,---District Total---,295,Numerator Count,American Indian or Alaska Native,***
20132014,---District Total---,295,Actual Score,American Indian or Alaska Native,***
20132014,---District Total---,295,Met Target,American Indian or Alaska Native,
20132014,---District Total---,295,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,295,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,295,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,295,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,295,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,295,Denominator Count,Two or more races,
20132014,---District Total---,295,Actual Score,Two or more races,
20132014,---District Total---,295,Delivery Target,Two or more races,
20132014,---District Total---,295,Met Target,Two or more races,
20132014,---District Total---,295,Numerator Count,Two or more races,
20132014,---District Total---,295,Denominator Count,Migrant,
20132014,---District Total---,295,Numerator Count,Migrant,
20132014,---District Total---,295,Met Target,Migrant,
20132014,---District Total---,295,Delivery Target,Migrant,
20132014,---District Total---,295,Actual Score,Migrant,
20132014,---District Total---,295,Denominator Count,Limited English Proficiency,
20132014,---District Total---,295,Numerator Count,Limited English Proficiency,
20132014,---District Total---,295,Met Target,Limited English Proficiency,
20132014,---District Total---,295,Delivery Target,Limited English Proficiency,
20132014,---District Total---,295,Actual Score,Limited English Proficiency,
20132014,---District Total---,295,Numerator Count,Free/Reduced-Price Meals,113
20132014,---District Total---,295,Denominator Count,Free/Reduced-Price Meals,133
20132014,---District Total---,295,Actual Score,Free/Reduced-Price Meals,85.0
20132014,---District Total---,295,Delivery Target,Free/Reduced-Price Meals,
20132014,---District Total---,295,Met Target,Free/Reduced-Price Meals,
20132014,---District Total---,295,Numerator Count,Disability-With IEP (Total),11
20132014,---District Total---,295,Actual Score,Disability-With IEP (Total),78.6
20132014,---District Total---,295,Denominator Count,Disability-With IEP (Total),14
20132014,---District Total---,295,Delivery Target,Disability-With IEP (Total),
20132014,---District Total---,295,Met Target,Disability-With IEP (Total),
20132014,---District Total---,295,Denominator Count,GAP,137
20132014,---District Total---,295,Actual Score,GAP,85.4
20132014,---District Total---,295,Met Target,GAP,
20132014,---District Total---,295,Delivery Target,GAP,
20132014,---District Total---,295,Numerator Count,GAP,117
20132014,Knox Central High School,301410,Numerator Count,All Students,190
20132014,Knox Central High School,301410,Actual Score,All Students,90.9
20132014,Knox Central High School,301410,Met Target,All Students,
20132014,Knox Central High School,301410,Denominator Count,All Students,209
20132014,Knox Central High School,301410,Delivery Target,All Students,
20132014,Knox Central High School,301410,Met Target,Male,
20132014,Knox Central High School,301410,Delivery Target,Male,
20132014,Knox Central High School,301410,Numerator Count,Male,98
20132014,Knox Central High School,301410,Denominator Count,Male,110
20132014,Knox Central High School,301410,Actual Score,Male,89.1
20132014,Knox Central High School,301410,Actual Score,Female,92.9
20132014,Knox Central High School,301410,Delivery Target,Female,
20132014,Knox Central High School,301410,Met Target,Female,
20132014,Knox Central High School,301410,Numerator Count,Female,92
20132014,Knox Central High School,301410,Denominator Count,Female,99
20132014,Knox Central High School,301410,Met Target,White (Non-Hispanic),
20132014,Knox Central High School,301410,Denominator Count,White (Non-Hispanic),206
20132014,Knox Central High School,301410,Delivery Target,White (Non-Hispanic),
20132014,Knox Central High School,301410,Actual Score,White (Non-Hispanic),90.8
20132014,Knox Central High School,301410,Numerator Count,White (Non-Hispanic),187
20132014,Knox Central High School,301410,Denominator Count,African American,***
20132014,Knox Central High School,301410,Delivery Target,African American,
20132014,Knox Central High School,301410,Actual Score,African American,***
20132014,Knox Central High School,301410,Met Target,African American,
20132014,Knox Central High School,301410,Numerator Count,African American,***
20132014,Knox Central High School,301410,Delivery Target,Hispanic,
20132014,Knox Central High School,301410,Denominator Count,Hispanic,***
20132014,Knox Central High School,301410,Met Target,Hispanic,
20132014,Knox Central High School,301410,Numerator Count,Hispanic,***
20132014,Knox Central High School,301410,Actual Score,Hispanic,***
20132014,Knox Central High School,301410,Delivery Target,Asian,
20132014,Knox Central High School,301410,Denominator Count,Asian,
20132014,Knox Central High School,301410,Actual Score,Asian,
20132014,Knox Central High School,301410,Numerator Count,Asian,
20132014,Knox Central High School,301410,Met Target,Asian,
20132014,Knox Central High School,301410,Delivery Target,American Indian or Alaska Native,
20132014,Knox Central High School,301410,Numerator Count,American Indian or Alaska Native,
20132014,Knox Central High School,301410,Met Target,American Indian or Alaska Native,
20132014,Knox Central High School,301410,Denominator Count,American Indian or Alaska Native,
20132014,Knox Central High School,301410,Actual Score,American Indian or Alaska Native,
20132014,Knox Central High School,301410,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,Knox Central High School,301410,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,Knox Central High School,301410,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,Knox Central High School,301410,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,Knox Central High School,301410,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,Knox Central High School,301410,Met Target,Two or more races,
20132014,Knox Central High School,301410,Actual Score,Two or more races,
20132014,Knox Central High School,301410,Numerator Count,Two or more races,
20132014,Knox Central High School,301410,Denominator Count,Two or more races,
20132014,Knox Central High School,301410,Delivery Target,Two or more races,
20132014,Knox Central High School,301410,Denominator Count,Migrant,
20132014,Knox Central High School,301410,Delivery Target,Migrant,
20132014,Knox Central High School,301410,Actual Score,Migrant,
20132014,Knox Central High School,301410,Numerator Count,Migrant,
20132014,Knox Central High School,301410,Met Target,Migrant,
20132014,Knox Central High School,301410,Delivery Target,Limited English Proficiency,
20132014,Knox Central High School,301410,Denominator Count,Limited English Proficiency,***
20132014,Knox Central High School,301410,Actual Score,Limited English Proficiency,***
20132014,Knox Central High School,301410,Met Target,Limited English Proficiency,
20132014,Knox Central High School,301410,Numerator Count,Limited English Proficiency,***
20132014,Knox Central High School,301410,Denominator Count,Free/Reduced-Price Meals,151
20132014,Knox Central High School,301410,Met Target,Free/Reduced-Price Meals,
20132014,Knox Central High School,301410,Delivery Target,Free/Reduced-Price Meals,
20132014,Knox Central High School,301410,Actual Score,Free/Reduced-Price Meals,90.7
20132014,Knox Central High School,301410,Numerator Count,Free/Reduced-Price Meals,137
20132014,Knox Central High School,301410,Met Target,Disability-With IEP (Total),
20132014,Knox Central High School,301410,Actual Score,Disability-With IEP (Total),86.7
20132014,Knox Central High School,301410,Numerator Count,Disability-With IEP (Total),13
20132014,Knox Central High School,301410,Delivery Target,Disability-With IEP (Total),
20132014,Knox Central High School,301410,Denominator Count,Disability-With IEP (Total),15
20132014,Knox Central High School,301410,Denominator Count,GAP,152
20132014,Knox Central High School,301410,Actual Score,GAP,90.8
20132014,Knox Central High School,301410,Numerator Count,GAP,138
20132014,Knox Central High School,301410,Delivery Target,GAP,
20132014,Knox Central High School,301410,Met Target,GAP,
20132014,Lynn Camp Schools,301450,Actual Score,All Students,95.2
20132014,Lynn Camp Schools,301450,Numerator Count,All Students,59
20132014,Lynn Camp Schools,301450,Met Target,All Students,
20132014,Lynn Camp Schools,301450,Delivery Target,All Students,
20132014,Lynn Camp Schools,301450,Denominator Count,All Students,62
20132014,Lynn Camp Schools,301450,Denominator Count,Male,34
20132014,Lynn Camp Schools,301450,Met Target,Male,
20132014,Lynn Camp Schools,301450,Delivery Target,Male,
20132014,Lynn Camp Schools,301450,Numerator Count,Male,31
20132014,Lynn Camp Schools,301450,Actual Score,Male,91.2
20132014,Lynn Camp Schools,301450,Actual Score,Female,100.0
20132014,Lynn Camp Schools,301450,Numerator Count,Female,28
20132014,Lynn Camp Schools,301450,Met Target,Female,
20132014,Lynn Camp Schools,301450,Denominator Count,Female,28
20132014,Lynn Camp Schools,301450,Delivery Target,Female,
20132014,Lynn Camp Schools,301450,Numerator Count,White (Non-Hispanic),57
20132014,Lynn Camp Schools,301450,Delivery Target,White (Non-Hispanic),
20132014,Lynn Camp Schools,301450,Actual Score,White (Non-Hispanic),95.0
20132014,Lynn Camp Schools,301450,Denominator Count,White (Non-Hispanic),60
20132014,Lynn Camp Schools,301450,Met Target,White (Non-Hispanic),
20132014,Lynn Camp Schools,301450,Met Target,African American,
20132014,Lynn Camp Schools,301450,Numerator Count,African American,
20132014,Lynn Camp Schools,301450,Delivery Target,African American,
20132014,Lynn Camp Schools,301450,Denominator Count,African American,
20132014,Lynn Camp Schools,301450,Actual Score,African American,
20132014,Lynn Camp Schools,301450,Numerator Count,Hispanic,
20132014,Lynn Camp Schools,301450,Delivery Target,Hispanic,
20132014,Lynn Camp Schools,301450,Met Target,Hispanic,
20132014,Lynn Camp Schools,301450,Actual Score,Hispanic,
20132014,Lynn Camp Schools,301450,Denominator Count,Hispanic,
20132014,Lynn Camp Schools,301450,Delivery Target,Asian,
20132014,Lynn Camp Schools,301450,Actual Score,Asian,***
20132014,Lynn Camp Schools,301450,Denominator Count,Asian,***
20132014,Lynn Camp Schools,301450,Met Target,Asian,
20132014,Lynn Camp Schools,301450,Numerator Count,Asian,***
20132014,Lynn Camp Schools,301450,Delivery Target,American Indian or Alaska Native,
20132014,Lynn Camp Schools,301450,Denominator Count,American Indian or Alaska Native,
20132014,Lynn Camp Schools,301450,Met Target,American Indian or Alaska Native,
20132014,Lynn Camp Schools,301450,Numerator Count,American Indian or Alaska Native,
20132014,Lynn Camp Schools,301450,Actual Score,American Indian or Alaska Native,
20132014,Lynn Camp Schools,301450,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,Lynn Camp Schools,301450,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,Lynn Camp Schools,301450,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,Lynn Camp Schools,301450,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,Lynn Camp Schools,301450,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,Lynn Camp Schools,301450,Numerator Count,Two or more races,***
20132014,Lynn Camp Schools,301450,Actual Score,Two or more races,***
20132014,Lynn Camp Schools,301450,Met Target,Two or more races,
20132014,Lynn Camp Schools,301450,Denominator Count,Two or more races,***
20132014,Lynn Camp Schools,301450,Delivery Target,Two or more races,
20132014,Lynn Camp Schools,301450,Delivery Target,Migrant,
20132014,Lynn Camp Schools,301450,Actual Score,Migrant,
20132014,Lynn Camp Schools,301450,Denominator Count,Migrant,
20132014,Lynn Camp Schools,301450,Numerator Count,Migrant,
20132014,Lynn Camp Schools,301450,Met Target,Migrant,
20132014,Lynn Camp Schools,301450,Delivery Target,Limited English Proficiency,
20132014,Lynn Camp Schools,301450,Actual Score,Limited English Proficiency,
20132014,Lynn Camp Schools,301450,Numerator Count,Limited English Proficiency,
20132014,Lynn Camp Schools,301450,Met Target,Limited English Proficiency,
20132014,Lynn Camp Schools,301450,Denominator Count,Limited English Proficiency,
20132014,Lynn Camp Schools,301450,Met Target,Free/Reduced-Price Meals,
20132014,Lynn Camp Schools,301450,Denominator Count,Free/Reduced-Price Meals,46
20132014,Lynn Camp Schools,301450,Actual Score,Free/Reduced-Price Meals,93.5
20132014,Lynn Camp Schools,301450,Numerator Count,Free/Reduced-Price Meals,43
20132014,Lynn Camp Schools,301450,Delivery Target,Free/Reduced-Price Meals,
20132014,Lynn Camp Schools,301450,Actual Score,Disability-With IEP (Total),80.0
20132014,Lynn Camp Schools,301450,Numerator Count,Disability-With IEP (Total),8
20132014,Lynn Camp Schools,301450,Met Target,Disability-With IEP (Total),
20132014,Lynn Camp Schools,301450,Delivery Target,Disability-With IEP (Total),
20132014,Lynn Camp Schools,301450,Denominator Count,Disability-With IEP (Total),10
20132014,Lynn Camp Schools,301450,Actual Score,GAP,93.5
20132014,Lynn Camp Schools,301450,Numerator Count,GAP,43
20132014,Lynn Camp Schools,301450,Delivery Target,GAP,
20132014,Lynn Camp Schools,301450,Met Target,GAP,
20132014,Lynn Camp Schools,301450,Denominator Count,GAP,46
20132014,---District Total---,301,Met Target,All Students,
20132014,---District Total---,301,Actual Score,All Students,88.3
20132014,---District Total---,301,Numerator Count,All Students,273
20132014,---District Total---,301,Denominator Count,All Students,309
20132014,---District Total---,301,Delivery Target,All Students,
20132014,---District Total---,301,Actual Score,Male,85.3
20132014,---District Total---,301,Met Target,Male,
20132014,---District Total---,301,Numerator Count,Male,145
20132014,---District Total---,301,Delivery Target,Male,
20132014,---District Total---,301,Denominator Count,Male,170
20132014,---District Total---,301,Met Target,Female,
20132014,---District Total---,301,Delivery Target,Female,
20132014,---District Total---,301,Denominator Count,Female,139
20132014,---District Total---,301,Numerator Count,Female,128
20132014,---District Total---,301,Actual Score,Female,92.1
20132014,---District Total---,301,Denominator Count,White (Non-Hispanic),304
20132014,---District Total---,301,Numerator Count,White (Non-Hispanic),268
20132014,---District Total---,301,Actual Score,White (Non-Hispanic),88.2
20132014,---District Total---,301,Delivery Target,White (Non-Hispanic),
20132014,---District Total---,301,Met Target,White (Non-Hispanic),
20132014,---District Total---,301,Actual Score,African American,***
20132014,---District Total---,301,Numerator Count,African American,***
20132014,---District Total---,301,Denominator Count,African American,***
20132014,---District Total---,301,Delivery Target,African American,
20132014,---District Total---,301,Met Target,African American,
20132014,---District Total---,301,Actual Score,Hispanic,***
20132014,---District Total---,301,Delivery Target,Hispanic,
20132014,---District Total---,301,Numerator Count,Hispanic,***
20132014,---District Total---,301,Denominator Count,Hispanic,***
20132014,---District Total---,301,Met Target,Hispanic,
20132014,---District Total---,301,Denominator Count,Asian,***
20132014,---District Total---,301,Delivery Target,Asian,
20132014,---District Total---,301,Numerator Count,Asian,***
20132014,---District Total---,301,Actual Score,Asian,***
20132014,---District Total---,301,Met Target,Asian,
20132014,---District Total---,301,Numerator Count,American Indian or Alaska Native,
20132014,---District Total---,301,Denominator Count,American Indian or Alaska Native,
20132014,---District Total---,301,Met Target,American Indian or Alaska Native,
20132014,---District Total---,301,Actual Score,American Indian or Alaska Native,
20132014,---District Total---,301,Delivery Target,American Indian or Alaska Native,
20132014,---District Total---,301,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,301,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,301,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,301,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,301,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,301,Actual Score,Two or more races,***
20132014,---District Total---,301,Met Target,Two or more races,
20132014,---District Total---,301,Denominator Count,Two or more races,***
20132014,---District Total---,301,Delivery Target,Two or more races,
20132014,---District Total---,301,Numerator Count,Two or more races,***
20132014,---District Total---,301,Denominator Count,Migrant,
20132014,---District Total---,301,Numerator Count,Migrant,
20132014,---District Total---,301,Actual Score,Migrant,
20132014,---District Total---,301,Delivery Target,Migrant,
20132014,---District Total---,301,Met Target,Migrant,
20132014,---District Total---,301,Numerator Count,Limited English Proficiency,***
20132014,---District Total---,301,Actual Score,Limited English Proficiency,***
20132014,---District Total---,301,Delivery Target,Limited English Proficiency,
20132014,---District Total---,301,Met Target,Limited English Proficiency,
20132014,---District Total---,301,Denominator Count,Limited English Proficiency,***
20132014,---District Total---,301,Actual Score,Free/Reduced-Price Meals,86.8
20132014,---District Total---,301,Denominator Count,Free/Reduced-Price Meals,234
20132014,---District Total---,301,Met Target,Free/Reduced-Price Meals,
20132014,---District Total---,301,Delivery Target,Free/Reduced-Price Meals,
20132014,---District Total---,301,Numerator Count,Free/Reduced-Price Meals,203
20132014,---District Total---,301,Actual Score,Disability-With IEP (Total),80.6
20132014,---District Total---,301,Met Target,Disability-With IEP (Total),
20132014,---District Total---,301,Delivery Target,Disability-With IEP (Total),
20132014,---District Total---,301,Denominator Count,Disability-With IEP (Total),31
20132014,---District Total---,301,Numerator Count,Disability-With IEP (Total),25
20132014,---District Total---,301,Denominator Count,GAP,235
20132014,---District Total---,301,Actual Score,GAP,86.8
20132014,---District Total---,301,Delivery Target,GAP,
20132014,---District Total---,301,Numerator Count,GAP,204
20132014,---District Total---,301,Met Target,GAP,
20132014,LaRue County High School,305040,Denominator Count,All Students,158
20132014,LaRue County High School,305040,Met Target,All Students,
20132014,LaRue County High School,305040,Delivery Target,All Students,
20132014,LaRue County High School,305040,Numerator Count,All Students,157
20132014,LaRue County High School,305040,Actual Score,All Students,99.4
20132014,LaRue County High School,305040,Numerator Count,Male,76
20132014,LaRue County High School,305040,Denominator Count,Male,76
20132014,LaRue County High School,305040,Met Target,Male,
20132014,LaRue County High School,305040,Delivery Target,Male,
20132014,LaRue County High School,305040,Actual Score,Male,100.0
20132014,LaRue County High School,305040,Actual Score,Female,98.8
20132014,LaRue County High School,305040,Met Target,Female,
20132014,LaRue County High School,305040,Denominator Count,Female,82
20132014,LaRue County High School,305040,Delivery Target,Female,
20132014,LaRue County High School,305040,Numerator Count,Female,81
20132014,LaRue County High School,305040,Met Target,White (Non-Hispanic),
20132014,LaRue County High School,305040,Delivery Target,White (Non-Hispanic),
20132014,LaRue County High School,305040,Numerator Count,White (Non-Hispanic),140
20132014,LaRue County High School,305040,Denominator Count,White (Non-Hispanic),141
20132014,LaRue County High School,305040,Actual Score,White (Non-Hispanic),99.3
20132014,LaRue County High School,305040,Denominator Count,African American,***
20132014,LaRue County High School,305040,Met Target,African American,
20132014,LaRue County High School,305040,Actual Score,African American,***
20132014,LaRue County High School,305040,Delivery Target,African American,
20132014,LaRue County High School,305040,Numerator Count,African American,***
20132014,LaRue County High School,305040,Numerator Count,Hispanic,***
20132014,LaRue County High School,305040,Met Target,Hispanic,
20132014,LaRue County High School,305040,Actual Score,Hispanic,***
20132014,LaRue County High School,305040,Denominator Count,Hispanic,***
20132014,LaRue County High School,305040,Delivery Target,Hispanic,
20132014,LaRue County High School,305040,Delivery Target,Asian,
20132014,LaRue County High School,305040,Numerator Count,Asian,***
20132014,LaRue County High School,305040,Actual Score,Asian,***
20132014,LaRue County High School,305040,Met Target,Asian,
20132014,LaRue County High School,305040,Denominator Count,Asian,***
20132014,LaRue County High School,305040,Delivery Target,American Indian or Alaska Native,
20132014,LaRue County High School,305040,Numerator Count,American Indian or Alaska Native,
20132014,LaRue County High School,305040,Denominator Count,American Indian or Alaska Native,
20132014,LaRue County High School,305040,Actual Score,American Indian or Alaska Native,
20132014,LaRue County High School,305040,Met Target,American Indian or Alaska Native,
20132014,LaRue County High School,305040,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,LaRue County High School,305040,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,LaRue County High School,305040,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,LaRue County High School,305040,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,LaRue County High School,305040,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,LaRue County High School,305040,Actual Score,Two or more races,***
20132014,LaRue County High School,305040,Delivery Target,Two or more races,
20132014,LaRue County High School,305040,Denominator Count,Two or more races,***
20132014,LaRue County High School,305040,Numerator Count,Two or more races,***
20132014,LaRue County High School,305040,Met Target,Two or more races,
20132014,LaRue County High School,305040,Met Target,Migrant,
20132014,LaRue County High School,305040,Actual Score,Migrant,
20132014,LaRue County High School,305040,Numerator Count,Migrant,
20132014,LaRue County High School,305040,Delivery Target,Migrant,
20132014,LaRue County High School,305040,Denominator Count,Migrant,
20132014,LaRue County High School,305040,Numerator Count,Limited English Proficiency,
20132014,LaRue County High School,305040,Denominator Count,Limited English Proficiency,
20132014,LaRue County High School,305040,Actual Score,Limited English Proficiency,
20132014,LaRue County High School,305040,Delivery Target,Limited English Proficiency,
20132014,LaRue County High School,305040,Met Target,Limited English Proficiency,
20132014,LaRue County High School,305040,Numerator Count,Free/Reduced-Price Meals,75
20132014,LaRue County High School,305040,Actual Score,Free/Reduced-Price Meals,100.0
20132014,LaRue County High School,305040,Delivery Target,Free/Reduced-Price Meals,
20132014,LaRue County High School,305040,Denominator Count,Free/Reduced-Price Meals,75
20132014,LaRue County High School,305040,Met Target,Free/Reduced-Price Meals,
20132014,LaRue County High School,305040,Numerator Count,Disability-With IEP (Total),17
20132014,LaRue County High School,305040,Met Target,Disability-With IEP (Total),
20132014,LaRue County High School,305040,Actual Score,Disability-With IEP (Total),94.4
20132014,LaRue County High School,305040,Delivery Target,Disability-With IEP (Total),
20132014,LaRue County High School,305040,Denominator Count,Disability-With IEP (Total),18
20132014,LaRue County High School,305040,Denominator Count,GAP,82
20132014,LaRue County High School,305040,Actual Score,GAP,98.8
20132014,LaRue County High School,305040,Met Target,GAP,
20132014,LaRue County High School,305040,Delivery Target,GAP,
20132014,LaRue County High School,305040,Numerator Count,GAP,81
20132014,---District Total---,305,Met Target,All Students,
20132014,---District Total---,305,Numerator Count,All Students,157
20132014,---District Total---,305,Denominator Count,All Students,158
20132014,---District Total---,305,Delivery Target,All Students,
20132014,---District Total---,305,Actual Score,All Students,99.4
20132014,---District Total---,305,Denominator Count,Male,76
20132014,---District Total---,305,Actual Score,Male,100.0
20132014,---District Total---,305,Met Target,Male,
20132014,---District Total---,305,Delivery Target,Male,
20132014,---District Total---,305,Numerator Count,Male,76
20132014,---District Total---,305,Numerator Count,Female,81
20132014,---District Total---,305,Actual Score,Female,98.8
20132014,---District Total---,305,Denominator Count,Female,82
20132014,---District Total---,305,Met Target,Female,
20132014,---District Total---,305,Delivery Target,Female,
20132014,---District Total---,305,Denominator Count,White (Non-Hispanic),141
20132014,---District Total---,305,Delivery Target,White (Non-Hispanic),
20132014,---District Total---,305,Actual Score,White (Non-Hispanic),99.3
20132014,---District Total---,305,Numerator Count,White (Non-Hispanic),140
20132014,---District Total---,305,Met Target,White (Non-Hispanic),
20132014,---District Total---,305,Delivery Target,African American,
20132014,---District Total---,305,Actual Score,African American,***
20132014,---District Total---,305,Numerator Count,African American,***
20132014,---District Total---,305,Denominator Count,African American,***
20132014,---District Total---,305,Met Target,African American,
20132014,---District Total---,305,Actual Score,Hispanic,***
20132014,---District Total---,305,Delivery Target,Hispanic,
20132014,---District Total---,305,Denominator Count,Hispanic,***
20132014,---District Total---,305,Met Target,Hispanic,
20132014,---District Total---,305,Numerator Count,Hispanic,***
20132014,---District Total---,305,Actual Score,Asian,***
20132014,---District Total---,305,Delivery Target,Asian,
20132014,---District Total---,305,Numerator Count,Asian,***
20132014,---District Total---,305,Met Target,Asian,
20132014,---District Total---,305,Denominator Count,Asian,***
20132014,---District Total---,305,Actual Score,American Indian or Alaska Native,
20132014,---District Total---,305,Met Target,American Indian or Alaska Native,
20132014,---District Total---,305,Denominator Count,American Indian or Alaska Native,
20132014,---District Total---,305,Delivery Target,American Indian or Alaska Native,
20132014,---District Total---,305,Numerator Count,American Indian or Alaska Native,
20132014,---District Total---,305,Numerator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,305,Actual Score,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,305,Delivery Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,305,Met Target,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,305,Denominator Count,Native Hawaiian or Other Pacific Islander,
20132014,---District Total---,305,Denominator Count,Two or more races,***
20132014,---District Total---,305,Numerator Count,Two or more races,***
20132014,---District Total---,305,Met Target,Two or more races,
20132014,---District Total---,305,Delivery Target,Two or more races,
20132014,---District Total---,305,Actual Score,Two or more races,***
20132014,---District Total---,305,Delivery Target,Migrant,
20132014,---District Total---,305,Actual Score,Migrant,
20132014,---District Total---,305,Numerator Count,Migrant,
20132014,---District Total---,305,Met Target,Migrant,
20132014,---District Total---,305,Denominator Count,Migrant,
20132014,---District Total---,305,Actual Score,Limited English Proficiency,
20132014,---District Total---,305,Delivery Target,Limited English Proficiency,
20132014,---District Total---,305,Numerator Count,Limited English Proficiency,
20132014,---District Total---,305,Denominator Count,Limited English Proficiency,
20132014,---District Total---,305,Met Target,Limited English Proficiency,
20132014,---District Total---,305,Delivery Target,Free/Reduced-Price Meals,
20132014,---District Total---,305,Denominator Count,Free/Reduced-Price Meals,75
20132014,---District Total---,305,Actual Score,Free/Reduced-Price Meals,100.0
20132014,---District Total---,305,Numerator Count,Free/Reduced-Price Meals,75
20132014,---District Total---,305,Met Target,Free/Reduced-Price Meals,
20132014,---District Total---,305,Denominator Count,Disability-With IEP (Total),18
20132014,---District Total---,305,Numerator Count,Disability-With IEP (Total),17
20132014,---District Total---,305,Met Target,Disability-With IEP (Total),
20132014,---District Total---,305,Actual Score,Disability-With IEP (Total),94.4
20132014,---District Total---,305,Delivery Target,Disability-With IEP (Total),
20132014,---District Total---,305,Delivery Target,GAP,
20132014,---District Total---,305,Numerator Count,GAP,81
20132014,---District Total---,305,Met Target,GAP,
20132014,---District Total---,305,Actual Score,GAP,98.8
20132014,---District Total---,305,Denominator Count,GAP,82
20132014,North Laurel High School,311205,Actual Score,All Students,88.6
20132014,North Laurel High School,311205,Denominator Count,All Students,325
20132014,North Laurel High School,311205,Met Target,All Students,
20132014,North Laurel High School,311205,Numerator Count,All Students,288
20132014,North Laurel High School,311205,Delivery Target,All Students,
20132014,North Laurel High School,311205,Numerator Count,Male,130
20132014,North Laurel High School,311205,Delivery Target,Male,
20132014,North Laurel High School,311205,Actual Score,Male,87.8
20132014,North Laurel High School,311205,Met Target,Male,
20132014,North Laurel High School,311205,Denominator Count,Male,148
20132014,North Laurel High School,311205,Delivery Target,Female,
20132014,North Laurel High School,311205,Numerator Count,Female,158
20132014,North Laurel High School,311205,Denominator Count,Female,177
20132014,North Laurel High School,311205,Met Target,Female,
20132014,North Laurel High School,311205,Actual Score,Female,89.3
20132014,North Laurel High School,311205,Met Target,White (Non-Hispanic),
20132014,North Laurel High School,311205,Denominator Count,White (Non-Hispanic),310
20132014,North Laurel High School,311205,Actual Score,White (Non-Hispanic),88.4
20132014,North Laurel High School,311205,Numerator Count,White (Non-Hispanic),274
